,AB,BC,MB,NB,NL,NT,NS,NU,ON,PE,QC,SK,YT,MNW,MNE,MIW,MIN,MSW,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
NE,1763.0068316879644,2295.084738544588,963.4034840926095,2550.4636229377943,3466.428436558619,2660.0162640570343,2648.9627760572967,3067.481687163205,1384.6824702593522,2679.3310207150516,1862.9399633816254,1457.2995552235102,3413.1004923005867,2436.806111201793,1869.365248685556,1867.8450172535722,2438.7008618881155,2327.36636919984,1178.4597847993755,4162.40291382729,1668.0246704859585,790.4697865193181,2116.75844676759,784.8483101390524,1901.035134636463,1732.5919869422733,1766.5563388229589,1315.9737966276323,6155.424430104705,1683.3546864030295,696.5219038909819,844.6936526695575,198.57188044052046,413.86097427548634,933.1447690118815,1361.8569167956107,2120.638571417738,1654.7400296168032,2063.662706730971,1077.0194011872288,466.80014709937166,1118.4169458177034,266.19074571606546,1131.373107812857,0.0,1759.5132130298941,2026.3411499651581,1827.450642279185,1160.8651426140573,1842.9862279596073,1478.4813447930092,628.0000803666652,1103.2243476805043,656.8639870677888,2206.460746294285,1759.984947972929,2025.9873326515224,1701.6086968128295,262.1361264773355,851.4284750833153,1276.9546523015194,1341.1348783223098,1884.5926489918163,1791.056363895667,2203.8640743912465,1265.1801282330714,690.9823942621011,744.8560440885784
NV,1653.2443816565358,1592.093116842591,2103.5235830514193,4292.793647069089,5189.321006277083,2925.8380795766425,4401.151394407806,4369.336924754867,3142.155184762776,4420.163555701085,3609.254270876734,1896.4252051801109,3074.106806160271,2444.0905964301323,630.3725365758638,807.1434778710884,2427.6872246611388,2996.940847979361,2599.927185840942,3660.380869168361,412.14422906675594,2076.3327624427006,366.6639157268659,976.6253982832444,3656.6321666615213,3474.6955947365063,3171.1790036506245,2810.4052565789575,4440.507955518139,832.0791002709997,2454.7564702681743,2567.161174125354,1958.058275172091,1593.4918585224468,2608.1091448909674,2433.6220296024517,3878.4506386956323,3389.34108835758,3823.0864229294925,2836.1790937844885,2086.0627172597165,2332.9304990892397,1840.5855701319567,1205.248768229946,1759.5132130298941,0.0,3785.6527021127768,3579.9350835664072,778.8835328735331,3595.5608236212543,3090.485163436224,1931.7398834790645,2836.8782231562614,1593.0609554977864,1215.9839779406934,3504.8204985740585,3784.6149705540197,3238.386933119877,1773.348667290538,2269.115688652455,1976.643423700399,584.4416402623001,3638.8621700523677,3484.898520416081,1401.732547983296,2966.7512283694305,2446.9944722167224,1053.9966405145215
NH,3308.9490326618948,3972.7166346795248,2106.202267153833,630.9326940131017,1550.845738214695,3517.9847796881368,658.8084867403622,2318.070549649344,647.2898493043308,751.6898713153232,326.9401866535148,2803.772994966889,4579.375326205534,3663.8031626466054,3841.817841257583,3801.7532268327673,3679.260351556325,2971.4440080996023,1701.3490893149662,5320.333281908049,3672.12160909623,2019.1403171499167,4142.814164532078,2809.6486628477464,249.43265339187383,497.31396331926544,1672.3417314190262,1523.532442396638,8140.378159092636,3586.394627301462,1334.2121869662733,1279.1387774944028,1827.9251783142145,2266.5192341069555,1317.637712496465,2199.6718579017,122.21109243589554,596.9736352057487,77.70514418142386,952.4473804763958,1758.1297757147895,2027.4163392935855,1984.8301232292877,2940.9686400316505,2026.3411499651581,3785.6527021127777,0.0,337.4765522588542,3145.6258807611657,327.81514134061143,1183.028395363209,2036.278710228571,1020.4722257728729,2388.265981003591,4029.9780303358584,458.38712676593366,125.72164161958354,1355.118073852416,2042.4525528999645,1824.1791809864071,2585.3323333663934,3332.9886544315336,217.10462609684697,783.6994053764922,3950.77366570341,1002.2697350520544,1340.3073418292554,2750.916687683975
NJ,3252.871526737105,3900.817107130932,2058.055674987041,963.7980908862436,1868.7392405013327,3590.754775482192,969.2864079682248,2587.832018822338,538.8986557191253,1080.4624133692155,530.9552974992331,2768.0490217451,4620.4456876495115,3332.200611302299,3591.4561592259834,3539.902933138292,3348.0553864315916,2634.308680110988,1376.367140206332,5372.593013561986,3437.214693441409,1725.4973302322358,3930.087418017029,2610.912848388305,94.50466612045433,160.46860998618428,1337.7294648324475,1191.4596372907622,7978.31196577779,3450.0216232193457,1132.4534127000534,1024.5863039521867,1630.131259448351,2022.8717201232737,1033.195229344685,1870.974598680351,458.45393137523934,262.802588219071,316.2933444125461,761.1047552668442,1625.6378197094002,1708.4876778424975,1750.0540374528623,2820.064544613148,1827.450642279185,3579.9350835664072,337.4765522588542,0.0,2906.6580561402025,15.654461244909232,846.4127575203445,1935.2474527012057,754.6076418878664,2121.995715058029,3921.655258268217,121.06281231960591,250.7644071268252,1020.7754768372016,1882.3260815710692,1524.3646802036546,2271.896282464735,3160.2423829959257,422.9036644670755,458.63159008466226,3861.8828623496497,693.5584644062166,1168.0279736416676,2567.952893588637
NM,1868.4047578739096,2071.5898508540963,1816.058435274053,3698.8239528502645,4621.9527870266975,3093.7339036336166,3786.4403414156777,4101.745782538212,2520.2431678846974,3828.284515477615,3011.38406277256,1894.085688759389,3496.9215035751263,1896.245821645836,708.5345061480158,721.1154644771252,1885.6996542413365,2284.827836395001,1832.3459647950112,4162.592609205862,531.5616501123712,1311.774848875549,1069.2197921786253,537.2640978675275,2989.736245238646,2787.1670579405863,2395.2372077788427,2047.5635385720325,5192.283211026588,1253.2215516200329,1818.0751570124614,1882.0822504975977,1347.8519687427106,883.8146713228996,1896.1826476116478,1656.128984729093,3248.323412883038,2695.1057032895774,3173.7310212669413,2196.0590101646067,1580.9698140035507,1555.7045585536216,1160.9633697607242,1198.7136704506731,1160.8651426140575,778.8835328735331,3145.625880761166,2906.6580561402025,0.0,2922.278493204787,2344.8600804623875,1547.6768503720307,2152.5219542722243,831.8061283670603,1782.4847174731158,2820.289325632064,3128.0966139214097,2475.197464344365,1270.8277865594723,1511.4294075494622,1213.348203626987,780.7284960962833,3023.1011156175123,2761.835727847631,1904.6982339500814,2257.148339751616,1839.814946325007,691.0534521475153
NY,3266.1198435337833,3914.520573133963,2070.831540491762,952.4411897102154,1855.6287323314657,3599.981099546357,956.0506820693838,2586.670247078757,551.5122936020676,1068.5143717873352,530.4035652911303,2780.675431079778,4630.960979055193,3344.2658701847386,3606.9891677287133,3555.30996176952,3360.184684257521,2643.6343311008413,1389.4569163474093,5382.787565425127,3452.845292152882,1740.329899771564,3945.7348814491775,2626.486310990504,81.76362139337556,171.95482878761746,1345.8160387654518,1203.6255856450935,7993.684782843763,3464.9456744497406,1147.9200381038577,1040.2032189556382,1645.640638256961,2038.4891017378698,1048.4174420618874,1883.5560527156044,448.1950516382033,275.1910818292627,304.0565090059042,776.2711021043696,1640.2333132390656,1722.0579655481358,1765.7052084200743,2834.6725497903703,1842.9862279596073,3595.560823621256,327.8151413406118,15.654461244909239,2922.278493204787,0.0,857.3601730746796,1949.2931236237837,770.1902862453372,2137.398521441943,3936.126929332209,132.1457465449669,237.76147366760486,1028.7295918970633,1897.4420148249815,1539.009670279686,2285.7770114399373,3175.623734286675,420.87138519044385,463.8807460662213,3875.959974380318,708.1055754639228,1183.1369578743445,2583.4043663075286
NC,3180.6587919829476,3759.5787893355655,2099.5586503627082,1809.6573875666168,2699.9677340544386,3819.433434395758,1802.1875836902677,3282.296270831533,943.9002043478405,1924.2364851487432,1294.049644562937,2776.406259092872,4739.426678615222,2492.566609442369,2974.8851028934155,2891.4825085174402,2509.2207857165195,1798.5123643014963,579.7692209745271,5501.154416917427,2869.0611482822037,1045.8746422133781,3411.134275973228,2185.916681705938,938.619617475898,685.9980403163248,548.1526457759153,364.7013267114203,7530.316600134356,3156.9521648733985,944.8927363532033,688.8914419961445,1317.4069825477193,1501.5336727777922,552.7078796100648,1044.633987521871,1304.6242015539187,586.6743625426075,1160.2805007960872,811.501723117925,1511.1911953250008,923.8641324290671,1291.8526496155878,2602.5860960090336,1478.4813447930092,3090.485163436224,1183.0283953632093,846.4127575203444,2344.860080462387,857.3601730746796,0.0,1856.2939699886088,558.974801956669,1514.0648595912635,3684.8846305320494,725.3974178711345,1092.0649873276218,283.15125977671045,1644.7887498806099,838.4438297250771,1491.683323278269,2780.034768215275,1215.6614133231158,474.07391399454616,3678.099596794363,353.7254170171258,1060.260788126003,2192.650307634088
ND,1341.8654241527463,1969.444063215819,335.52168856029164,2440.631580101338,3293.795107440126,2060.706311155847,2575.482074294026,2555.6256328162885,1408.7023275756221,2562.029289551682,1789.4954483669792,922.0218095814506,2893.7889845972186,3050.9613242890637,2219.7734647650414,2265.0706780738305,3051.538441831426,2946.505626363203,1706.351789094159,3653.652233411912,1972.5175166026172,1398.9825412728749,2297.291418659078,1033.6811287654969,1985.5691835724597,1888.8320892739414,2252.0747569398736,1794.0882886903082,6122.830989440119,1561.9968421521621,916.8386834386196,1167.4344659198994,640.0173024994717,1021.2526205990353,1315.771280184386,1966.6642813144333,2102.3935774267484,1839.2743725963621,2092.719502987158,1200.1050879374227,345.37427205523096,1713.5622570029807,882.5058264609785,908.5905286828836,628.0000803666653,1931.7398834790645,2036.278710228571,1935.247452701206,1547.6768503720305,1949.2931236237837,1856.2939699886083,0.0,1352.3262584781876,1267.9832332527085,1994.4844965164418,1904.8959498625786,2074.755964090035,2118.7386096612354,369.84429613113025,1419.1066875579058,1904.1850566460587,1388.2375044000753,1849.0187594379977,2045.6692926087578,1926.691006917173,1558.6519949182198,818.9453450624303,905.2429088610367
OH,2693.1355082613554,3303.2356672013816,1565.660836303861,1627.4988726369065,2561.4282718635136,3266.37192725277,1678.5212588296472,2812.7358992283334,508.1116302462314,1754.980568244861,983.482488581142,2259.3935408490197,4206.5743451018325,2737.30704715916,2837.2167206999698,2788.412688636292,2749.7057372870663,2198.1062970988633,791.1679194765678,4968.446088351358,2683.4205494092034,1005.2516677184689,3182.781716600161,1876.7756386497797,839.8241560084803,638.1545129953365,1075.367293405007,700.5239842696346,7255.9142523020655,2770.5595297458417,443.5878842719914,271.0147333296878,912.5527300179089,1268.7202464630766,304.7532239321845,1283.7251685130473,1134.5061069288633,553.5396319741794,1036.1058209147486,263.1540264067216,1010.1856821195546,1067.4380742537132,999.2487443669849,2170.5715243795066,1103.2243476805043,2836.8782231562614,1020.4722257728728,754.6076418878664,2152.5219542722243,770.1902862453372,558.9748019566692,1352.3262584781876,0.0,1371.3967722811649,3272.1560926906695,669.4445052595722,984.1807625240261,842.023392631362,1205.284747239547,820.1942513893777,1596.9414828357847,2444.35083557977,950.009365429207,703.5527787026056,3239.8388134511415,214.43089114866547,534.0136583080763,1847.9612831596642
OK,2177.5026144032017,2585.011182964864,1601.1278987697585,2976.201546440613,3910.6521372255115,3224.8100270596537,3042.943067062225,3709.0612971174824,1797.636096626148,3105.5031740029294,2299.7458778643327,1988.0668334659338,3865.270520360023,1783.515515876148,1476.8830003606827,1417.9152788560787,1784.595501168791,1782.871843985475,1007.0546617629205,4590.146082096828,1355.2522775346342,483.27326507535884,1900.4667776448127,811.320053383969,2209.6881935409524,1991.481044813646,1587.3175068184005,1218.11291740124,6023.262606620464,1836.908034608772,1115.0310027496018,1109.1909972705175,759.824969348513,246.79290084752628,1092.0194091340106,928.2214820393623,2498.6987591103752,1894.7791793512345,2407.115839086689,1465.0849148847321,1115.2322216193331,763.9076876044476,479.4754111402041,1471.768080600294,656.863987067789,1593.0609554977864,2388.2659810035916,2121.995715058029,831.8061283670601,2137.398521441943,1514.0648595912637,1267.9832332527087,1371.3967722811649,0.0,2392.5911754844765,2026.7924849000406,2355.5466555788425,1646.1509408536997,899.4850818817115,679.7044710690722,664.9547739749238,1388.3378677370395,2292.4122917039226,1940.01061057186,2453.3358270412505,1449.0553598197014,1177.7258591093926,895.8642405209902
OR,884.6604942052589,417.1979270919859,1964.297443025799,4396.257865249417,5183.367041563325,1958.709125972716,4544.634109991384,3875.454576821398,3401.8649539099233,4510.8424567963,3772.6269185264123,1382.1865612293036,1876.581610104623,3627.898799311248,1844.9271963179237,2023.1128535538492,3613.495942000883,4060.2956819164583,3324.896699521857,2444.5709230179077,1617.752059549482,2830.0022262370694,1327.9589167075444,1582.362428351442,3976.3602325937027,3861.7268584906365,3926.3277667107154,3496.5697870254667,4174.509417158734,555.8241121254132,2831.351035326337,3034.4676468201255,2375.591505532929,2271.7710048653526,3138.161096239881,3319.3853499302318,4092.64472578352,3801.0071916633033,4087.1216130503103,3169.421391580633,2296.5576600944064,3147.314572399288,2409.498747345221,1104.0621313965512,2206.4607462942845,1215.983977940693,4029.9780303358584,3921.655258268217,1782.4847174731158,3936.1269293322084,3684.8846305320494,1994.4844965164416,3272.1560926906695,2392.5911754844765,0.0,3881.585969593674,4069.020392673829,3900.652878793338,2066.9042099688827,2975.917609984598,2953.7522026444135,1022.6329405444922,3838.9142687818467,3974.8786004711346,233.11352802862484,3455.6834515842957,2766.1724051041883,1523.7405191936223
PA,3233.3202896670614,3874.0096036828795,2046.5243449084091,1084.555529853125,1986.173961995729,3616.5580764111423,1086.4444978263164,2684.0931779432713,540.4281240615368,1200.591059816977,628.9212312332579,2757.470108864929,4633.014568570073,3212.3050441522805,3499.953930821959,3444.259085948068,3228.272379622217,2513.9566544271947,1259.2645147456135,5388.150650941944,3351.560671290102,1620.389841343977,3851.9400871000166,2540.3767066589285,213.79323513583824,39.99977598938169,1219.4212632544388,1071.7910132689465,7915.117132806859,3400.6387553183163,1070.2328560662172,940.4224649695659,1564.3712196904742,1936.8347050320983,935.1228543950713,1752.2138074932084,579.5068327549246,144.34101862996488,436.0772257696511,712.2553925562794,1585.7561018427996,1593.4053844280086,1668.667846397348,2778.0495479839096,1759.984947972929,3504.8204985740585,458.3871267659333,121.06281231960607,2820.289325632064,132.14574654496684,725.3974178711343,1904.8959498625786,669.4445052595721,2026.7924849000403,3881.5859695936747,0.0,369.15879839485734,902.8810593643854,1829.7214930693722,1417.2340066605823,2158.410876873991,3098.072181104004,527.6236128682763,351.3123041262142,3828.98812207861,586.6779947666603,1117.7473609126043,2503.5156323526794
RI,3365.5257364474805,4024.6530546577155,2163.104596281409,718.5109703659485,1617.9760636684734,3612.474646620253,718.5548623992285,2443.766540462434,668.7452534179833,832.2311979347342,435.1367443749786,2866.260933747069,4666.395068336235,3581.2979545385456,3818.842687673638,3772.4992538322226,3597.3279137246645,2870.122875515906,1627.1195301778653,5410.730581903476,3657.0234870831996,1969.631652176677,4138.761472382215,2810.8057579968504,156.26036748757681,409.1462960546364,1566.3379239824785,1440.927644158794,8160.301812573508,3614.401878723184,1329.8915994536153,1250.0814752762878,1827.4863064593992,2245.626629085021,1272.6236011626152,2121.2444959565473,226.87677789230054,512.8891768297981,69.74903629565033,949.0912271929851,1783.9583286400295,1958.99055298248,1967.817116252626,2974.0959831918676,2025.9873326515224,3784.6149705540197,125.72164161958398,250.76440712682484,3128.0966139214092,237.76147366760503,1092.0649873276216,2074.755964090035,984.1807625240262,2355.5466555788416,4069.020392673829,369.15879839485723,0.0,1249.3481992501754,2058.442108070591,1770.372033188848,2521.7258476788447,3346.0197301796106,318.72246487334155,673.2049898791355,3996.7668671318806,940.9820672882221,1348.33862249249,2758.881614890736
SC,3431.256943407575,3994.6982836264156,2372.0288431049166,1963.4765546564809,2816.393909454681,4098.802727833142,1931.3378945921147,3533.6320419811527,1207.1456820507838,2069.5252170225635,1512.1551908173012,3040.5768717489195,5008.429732031464,2397.687758292248,3070.027195754779,2971.1829640479614,2416.464118427178,1623.2599237709965,645.1922188567779,5769.666967235046,2988.1791190398208,1163.6423921893493,3544.2898857272844,2369.6688391845246,1105.685420462577,866.9085261893279,317.23356911269013,428.0487582503941,7667.109978098174,3363.754688042186,1215.7899704241565,954.4739242399751,1554.3215867289944,1671.3278205128847,803.6549455610735,1013.2378652352685,1472.814184715649,781.3356629425102,1319.091183899991,1094.0273537212317,1775.0363825872569,963.4292109312731,1492.3500688709212,2832.470048264435,1701.608696812829,3238.386933119877,1355.1180738524163,1020.7754768372017,2475.197464344365,1028.7295918970633,283.1512597767105,2118.7386096612354,842.0233926313623,1646.1509408536997,3900.652878793338,902.8810593643851,1249.3481992501756,0.0,1886.8335733295721,969.9818608108793,1505.5301973557823,2967.670469421608,1422.349359004245,578.5279772307099,3905.3692783117917,635.9793553455636,1335.072640665138,2390.944173493933
SD,1547.580452690791,2115.429841290126,705.030928590034,2521.6232597730937,3416.618313440412,2400.4769517598584,2636.0697904870185,2870.4447810290767,1395.3759151962895,2648.34218085426,1841.8503393140795,1208.6126208745065,3174.7306219030884,2682.980880080248,1969.280843256634,1991.2667333830443,2683.9227268302357,2589.1478462920354,1406.4139873712977,3928.16869562018,1743.2564619962907,1048.672264331552,2138.5272793991944,809.0322495618798,1947.0335732102876,1806.7763150465848,1980.5356756273463,1523.8678319595324,6101.892305667596,1571.3518079343291,765.9712399215746,972.3613035646184,334.6138043640468,652.707405776226,1092.0815817019356,1619.8376039205918,2126.0231691529652,1739.9034215211511,2088.261916812971,1121.3006326292848,316.78764694623595,1372.7985315466954,525.1188419861909,966.8667094520993,262.1361264773352,1773.348667290538,2042.4525528999648,1882.3260815710692,1270.8277865594725,1897.4420148249815,1644.7887498806099,369.8442961311308,1205.2847472395472,899.4850818817115,2066.904209968883,1829.7214930693722,2058.4421080705906,1886.833573329572,0.0,1093.8217272531222,1535.0011621357892,1290.8527977752274,1879.6959421141053,1908.0588399694748,2040.4977288324878,1391.1126764588635,714.3066867616576,720.2654125043715
TN,2610.3683671253298,3112.316629036127,1736.1900248609497,2442.739076050219,3373.61857992972,3479.785000072093,2482.1227000008635,3503.404022545159,1315.1834866964484,2568.9651917241818,1802.908278351452,2302.3961697361574,4264.197267886954,1947.3668999146564,2137.2639346993833,2058.5307484107707,1957.523987730002,1572.2515066812823,349.28758575376463,5013.80758923983,2032.2793083218678,209.24534536179897,2580.1592305395493,1414.0544368846251,1616.961902522084,1379.1287296547273,950.5028765069757,542.850614734444,6702.820496530964,2428.1195043700413,776.0208804328037,617.4916538525985,779.363387109026,711.4859949329726,515.4904001384092,576.5649544745428,1942.2977741864777,1276.836731052023,1829.2628981104242,1002.5255131030805,1124.9538653717393,316.35364453788924,594.8766093801804,1952.1735816788173,851.4284750833158,2269.115688652455,1824.179180986407,1524.3646802036549,1511.4294075494622,1539.009670279686,838.443829725077,1419.1066875579058,820.1942513893772,679.7044710690723,2975.917609984598,1417.2340066605825,1770.372033188848,969.9818608108795,1093.8217272531222,0.0,778.8885164188673,2011.7170223205949,1769.4374570877778,1281.760481584368,3003.896059620597,831.0499373240132,894.5592792549619,1452.697153188379
TX,2826.7931892150013,3188.756134571927,2239.697847119371,3210.3891092619688,4135.970207811651,3889.395581907414,3239.1399583711323,4229.1244946841925,2094.057241228007,3335.0037550888774,2580.4055848596367,2653.0127675463896,4514.464015231753,1198.6963167770862,1645.0780339169175,1515.8648096614093,1205.4710036666106,1132.1182456505123,912.8511675870193,5229.551474650519,1635.5528435489248,624.4238973549739,2210.4804407021265,1412.7720017160968,2366.0498358269883,2118.971001229264,1323.1409313581669,1129.432290186376,6275.53626790114,2402.6534333159516,1514.0024296715555,1392.4555799664713,1322.4146729718325,898.6162054135535,1292.9799997845619,512.2802902874987,2705.4343396688014,2014.6088944589344,2583.8867871714237,1778.8860484133872,1699.0980635870062,569.2546774761164,1038.750415313386,2115.685543701656,1276.9546523015194,1976.643423700399,2585.3323333663934,2271.896282464735,1213.3482036269872,2285.7770114399377,1491.683323278269,1904.1850566460591,1596.9414828357849,664.9547739749239,2953.752202644414,2158.410876873991,2521.7258476788447,1505.5301973557825,1535.0011621357896,778.8885164188672,0.0,1931.159531685105,2543.3343507958657,1964.9300409091948,3042.5764169053527,1583.2197967484967,1615.8496357246772,1524.543576453167
UT,1152.316403670944,1291.0277671742458,1530.888097978197,3801.674426072866,4676.456505213312,2420.7067281138857,3922.643452888189,3785.5149928271926,2685.73872138027,3926.621017411655,3128.249695726289,1324.7831114204184,2725.688048822318,2670.4314300079204,1089.9319800167252,1223.8072870679657,2658.7622720387,3040.4813267143395,2359.549988132508,3382.469897172305,812.3688429216836,1846.9667440888759,932.8992843185857,598.3213320435322,3229.498445243518,3071.7449145777023,2956.9342305034866,2548.5716681297204,4818.083378640031,476.2724800823654,2028.6317215685328,2183.719333600715,1534.235512522007,1300.3749006896162,2256.0673909825073,2308.234765429666,3416.7762701610372,2995.5345915442076,3377.698683260447,2401.238320291869,1587.9378302976813,2151.0464360128317,1488.8504380908057,621.9587769714858,1341.1348783223095,584.4416402623002,3332.9886544315336,3160.2423829959257,780.7284960962836,3175.623734286675,2780.034768215274,1388.2375044000753,2444.3508355797703,1388.3378677370392,1022.6329405444919,3098.072181104004,3346.0197301796106,2967.670469421608,1290.8527977752271,2011.7170223205947,1931.1595316851049,0.0,3169.703697837681,3127.3423078401065,1126.8276863158358,2601.1635840959234,1997.8116151699478,596.5430364315558
VT,3104.6698529864416,3771.274812298254,1903.042509296166,683.8397710174784,1618.8537460425787,3301.2077149609263,764.6558846391099,2166.2045939302798,502.8628278019782,813.0908840767548,117.69274259350084,2596.063053714721,4362.373716999805,3657.186046250889,3725.5454945513416,3695.1776788103884,3671.305415959666,3014.1066881477013,1688.1552299965113,5103.239080655394,3544.70085151513,1954.6663669267148,3999.34147923342,2662.371637551469,367.6236186606109,559.6693755615723,1736.305195841435,1530.799561146597,7965.405297600597,3406.2950471018257,1205.0517009905743,1189.4791947072629,1687.6972820613832,2152.7933423074646,1254.5332967115717,2190.6620169689595,253.73262963698977,641.1175301148373,292.7811578601954,830.7982723082578,1585.4470690124163,1998.8810372762503,1867.163383250558,2756.7385146046236,1884.5926489918168,3638.8621700523677,217.10462609684694,422.903664467076,3023.101115617512,420.87138519044385,1215.6614133231158,1849.0187594379977,950.009365429207,2292.4122917039226,3838.9142687818467,527.6236128682757,318.7224648733413,1422.3493590042451,1879.6959421141053,1769.4374570877778,2543.3343507958657,3169.7036978376814,0.0,878.0700727082617,3753.8993546979386,977.9730687906566,1193.6924241857332,2595.171784015421
VA,3387.414175517727,4004.9264540353197,2232.3060598432644,1385.0486142761108,2246.0738820402585,3871.956021334825,1355.4549289160516,3034.3262943610625,808.7819163055237,1491.1884999005329,980.2124958086562,2937.722475728568,4857.5956861085215,2950.782858714446,3413.9719100570123,3339.9729805799543,2968.3271193114642,2201.730040034572,1052.19674420483,5617.388161498168,3291.4698680380006,1490.983463889218,3818.3121590776686,2546.4141267819555,535.683335931941,323.3277269937389,894.5060830606611,838.6597079836379,7921.603458553622,3468.8719640365853,1146.7746462039013,946.7291076145423,1606.9347793892127,1892.6811014022162,877.7945264327611,1515.7526427062066,898.6244949173077,276.2466698599717,742.8931274578714,858.886398015787,1707.800003715697,1396.2952697061694,1650.194763403153,2873.9631419924804,1791.0563638956664,3484.89852041608,783.6994053764919,458.63159008466283,2761.835727847631,463.8807460662215,474.07391399454616,2045.6692926087578,703.5527787026053,1940.0106105718596,3974.8786004711346,351.3123041262138,673.2049898791355,578.5279772307096,1908.0588399694743,1281.7604815843679,1964.9300409091945,3127.342307840107,878.0700727082622,0.0,3943.261000493527,526.2665856007627,1228.2633866019808,2531.476177927473
WA,711.5871540671667,193.1728597684374,1858.8433133014903,4288.214826305272,5051.0165388251025,1727.1920338224627,4442.213366396628,3680.9513837228706,3333.909520444734,4399.57823097659,3681.8188919976988,1230.6752783897348,1673.4426752466788,3777.4586517237567,2031.9573883830453,2205.3733867933433,3764.180247122697,4162.121197973436,3350.7368560840296,2274.9799756706648,1792.3109885748286,2870.7271201727353,1543.163986861029,1643.669401791368,3911.7783527128104,3811.349580302194,3950.979033787249,3511.5906137907123,4310.230397233066,651.5289674970587,2796.491050785924,3012.8517070020066,2361.256506642721,2311.8683336270356,3126.959114389828,3381.238858499635,4007.250377285778,3756.1654184141144,4010.89700245718,3119.283146787982,2245.1636215151048,3195.411397889407,2423.5598917072425,1075.678971401496,2203.864074391247,1401.732547983296,3950.77366570341,3861.8828623496497,1904.6982339500817,3875.959974380318,3678.099596794363,1926.6910069171724,3239.8388134511415,2453.3358270412505,233.11352802862461,3828.98812207861,3996.7668671318806,3905.3692783117917,2040.4977288324878,3003.896059620597,3042.5764169053527,1126.8276863158358,3753.8993546979373,3943.261000493527,0.0,3430.9061845512024,2721.850431410756,1564.6501342548827
WV,2897.1260026472673,3499.49597809939,1778.808325038466,1629.5374985372316,2552.751199139163,3480.2248153845308,1656.5173272734305,2957.8375470485084,618.4635991789132,1752.9430444724474,1034.743541831031,2469.884186207184,4420.148731414835,2679.2135994022856,2925.559114627101,2863.8406091644238,2693.3666460326162,2074.2157812654536,710.2103703559242,5182.061587416105,2788.4992670812558,1033.7134210198,3304.908308476336,2021.7185950337039,786.6020363835278,549.0768563465186,889.4791493491455,567.7283429521046,7399.499524750361,2945.0049545474862,643.2070896438573,422.03847413618354,1082.959787301407,1379.2138309523004,361.04285285051844,1212.7620495741337,1122.7928972241498,448.4274205527859,1001.6210290583474,458.05122174197436,1214.616481627357,1026.4408863877873,1127.7989901956469,2357.965877475773,1265.1801282330712,2966.7512283694305,1002.2697350520547,693.5584644062163,2257.148339751616,708.1055754639227,353.7254170171257,1558.6519949182198,214.43089114866547,1449.0553598197012,3455.6834515842957,586.6779947666602,940.9820672882221,635.9793553455634,1391.1126764588632,831.0499373240132,1583.219796748497,2601.1635840959234,977.9730687906566,526.2665856007626,3430.906184551202,0.0,743.3465317813233,2005.2228258373234
WI,2160.5677242106085,2778.045447946215,1039.6906533640708,1861.1684461645668,2782.157307497601,2766.9034253922173,1957.9839648124118,2617.3280449829035,695.1706290739905,1990.327772276318,1173.331736792237,1726.5380155449432,3680.9031367471785,2812.6780615096013,2546.848829609764,2530.760825445548,2820.3690857960282,2452.3072889527125,1060.6185815352653,4442.821220464847,2355.474308095252,994.7078498393784,2806.2667524160897,1470.4268324829163,1233.3209963268203,1096.366253914092,1515.7040921062578,1075.6923786598607,6813.957580213615,2283.4148279969763,131.10499631331743,391.6207618870097,494.9569014790879,994.6978490483639,561.4764423392795,1464.5925808832676,1431.4574030695742,1035.310840457211,1381.5503423045657,407.1234423433856,479.63819749809244,1208.059871015385,709.4609944977176,1662.1215159945298,690.9823942621011,2446.9944722167224,1340.3073418292552,1168.0279736416676,1839.814946325007,1183.1369578743443,1060.2607881260021,818.9453450624301,534.013658308076,1177.725859109392,2766.1724051041883,1117.7473609126043,1348.3386224924898,1335.072640665138,714.3066867616575,894.5592792549621,1615.8496357246777,1997.8116151699478,1193.6924241857332,1228.2633866019805,2721.850431410756,743.3465317813233,0.0,1411.349972762716
WY,1308.0608417519863,1690.4675274271806,1139.6568009455277,3241.7185314934363,4135.334279668002,2458.0450522017372,3354.334660657515,3435.6088851694108,2104.130038731651,3368.5547483088317,2560.676635985518,1229.8817013893208,2992.440974568465,2472.641371943953,1321.1469498142494,1382.8311811490403,2466.482628953809,2656.643401019757,1801.8981601231887,3705.1430056815293,1068.0850833497539,1308.2019206749662,1419.9551635523615,156.16872037501085,2638.977953632885,2476.683710035362,2403.196187607828,1978.850179267269,5411.631949256947,975.9051792376218,1435.5300023224702,1587.2452466129737,939.1454967618512,749.0901964928089,1662.3895179138678,1820.0636813586163,2838.801689670238,2399.5574602195775,2792.8977037061295,1811.2685581828086,1032.0660767600666,1630.8603097730602,901.3733952662377,595.7405178071238,744.8560440885784,1053.9966405145215,2750.916687683975,2567.952893588637,691.0534521475154,2583.4043663075286,2192.650307634088,905.2429088610365,1847.961283159664,895.8642405209902,1523.7405191936225,2503.5156323526794,2758.8816148907367,2390.944173493933,720.2654125043715,1452.697153188379,1524.543576453167,596.5430364315558,2595.171784015421,2531.476177927473,1564.6501342548827,2005.2228258373239,1411.349972762716,0.0
